No.                  Date/Time           Status           Location ID 
701203               23/12/2020 08:25    OverTime In      109         
701203               23/12/2020 08:25    OverTime In      109         
701246               22/12/2020 08:30    C/In             111         
701246               22/12/2020 14:43    C/In             112         
701246               22/12/2020 22:19    C/Out            112         
701246               23/12/2020 08:25    C/In             112         
701246               23/12/2020 15:39    C/In             112         
701246               23/12/2020 18:14    C/Out            111         
701246               23/12/2020 19:01    C/Out            111         
701246               23/12/2020 20:37    C/Out            112         
701256               22/12/2020 07:59    C/In             111         
701256               22/12/2020 08:23    C/In             111         
701256               22/12/2020 13:13    C/In             111         
701257               22/12/2020 07:29    C/Out            107         
701257               22/12/2020 08:06    C/Out            107         
701257               22/12/2020 09:27    C/Out            107         
701257               22/12/2020 10:51    C/Out            107         
701257               22/12/2020 11:49    C/Out            107         
701257               22/12/2020 12:53    C/Out            107         
701257               22/12/2020 13:09    C/Out            107         
701257               22/12/2020 15:20    C/Out            107         
701257               22/12/2020 17:19    C/Out            107         
701257               22/12/2020 18:47    C/Out            107         
701257               23/12/2020 07:19    C/Out            107         
701257               23/12/2020 08:03    C/Out            107         
701257               23/12/2020 13:22    C/Out            107         
701257               23/12/2020 15:26    C/Out            107         
701257               23/12/2020 17:34    C/Out            107         
701257               23/12/2020 19:36    C/Out            107         
701257               23/12/2020 19:47    C/Out            107         
701297               22/12/2020 07:45    C/Out            107         
701297               22/12/2020 11:25    C/Out            107         
701297               22/12/2020 13:03    C/Out            107         
701297               22/12/2020 15:29    C/Out            107         
701297               22/12/2020 18:01    C/Out            107         
701297               23/12/2020 07:47    C/Out            107         
701297               23/12/2020 11:31    C/Out            107         
701297               23/12/2020 13:15    C/Out            107         
701297               23/12/2020 18:01    C/Out            107         
701328               22/12/2020 07:49    C/In             108         
701328               22/12/2020 17:38    C/Out            108         
701331               22/12/2020 08:22    C/In             112         
701331               22/12/2020 08:22    C/In             112         
701331               22/12/2020 20:09    C/Out            111         
701331               23/12/2020 08:09    C/In             112         
701331               23/12/2020 08:09    C/In             112         
701331               23/12/2020 20:32    C/Out            112         
701361               22/12/2020 08:29    C/In             108         
701361               22/12/2020 17:22    C/Out            108         
701361               23/12/2020 07:44    C/In             108         
701361               23/12/2020 18:56    C/Out            108         
701370               22/12/2020 14:07    C/In             112         
701370               22/12/2020 14:14    C/In             112         
701370               22/12/2020 17:57    C/In             111         
701401               22/12/2020 08:00    C/In             112         
701401               22/12/2020 12:46    C/In             112         
701401               22/12/2020 21:13    C/Out            112         
701401               23/12/2020 07:43    C/In             112         
701401               23/12/2020 19:52    C/Out            112         
701404               22/12/2020 07:54    C/Out            111         
701404               22/12/2020 07:54    C/Out            111         
701404               22/12/2020 12:16    C/In             111         
701404               22/12/2020 18:15    C/Out            112         
701404               22/12/2020 18:57    C/Out            112         
701404               22/12/2020 18:57    C/Out            112         
701404               23/12/2020 08:09    C/In             112         
701404               23/12/2020 08:09    C/In             112         
701404               23/12/2020 12:17    C/Out            111         
701404               23/12/2020 18:42    C/In             112         
701404               23/12/2020 18:42    C/In             112         
701407               22/12/2020 09:14    C/Out            107         
701407               22/12/2020 09:31    C/Out            107         
701407               22/12/2020 10:16    C/Out            107         
701408               22/12/2020 07:45    C/In             112         
701408               22/12/2020 19:17    C/Out            112         
701411               22/12/2020 07:24    C/Out            107         
701411               22/12/2020 07:43    C/Out            107         
701411               22/12/2020 11:33    C/Out            107         
701411               22/12/2020 13:40    C/Out            107         
701411               22/12/2020 16:19    C/Out            107         
701411               22/12/2020 18:59    C/Out            107         
701411               22/12/2020 18:59    C/Out            107         
701411               22/12/2020 19:00    C/Out            107         
701411               23/12/2020 08:15    C/Out            107         
701411               23/12/2020 11:07    C/Out            107         
701411               23/12/2020 13:04    C/Out            107         
701411               23/12/2020 14:30    C/Out            107         
701411               23/12/2020 17:28    C/Out            107         
701411               23/12/2020 19:32    C/Out            107         
701413               22/12/2020 08:29    C/In             112         
701413               22/12/2020 17:43    C/In             111         
701413               22/12/2020 18:29    C/In             111         
701413               22/12/2020 20:05    C/Out            111         
701413               23/12/2020 08:27    C/In             112         
701413               23/12/2020 18:04    C/Out            111         
701419               22/12/2020 08:19    C/In             112         
701419               22/12/2020 18:26    C/Out            112         
701419               22/12/2020 20:08    C/Out            112         
701419               22/12/2020 20:09    C/Out            112         
701419               23/12/2020 08:09    C/In             112         
701419               23/12/2020 18:43    C/In             112         
701419               23/12/2020 18:43    C/In             112         
701419               23/12/2020 18:43    C/In             112         
701424               22/12/2020 07:08    C/In             112         
701424               22/12/2020 12:10    C/In             111         
701424               22/12/2020 21:13    C/Out            112         
701424               23/12/2020 07:16    C/Out            112         
701424               23/12/2020 12:17    C/In             112         
701424               23/12/2020 20:09    C/Out            112         
701426               22/12/2020 07:31    C/In             108         
701426               22/12/2020 07:32    C/In             108         
701426               22/12/2020 22:25    C/Out            108         
701426               22/12/2020 22:25    C/Out            108         
701426               23/12/2020 07:34    C/In             108         
701426               23/12/2020 07:34    C/In             108         
701426               23/12/2020 07:34    C/In             108         
701426               23/12/2020 21:10    C/Out            108         
701426               23/12/2020 21:10    C/Out            108         
701432               23/12/2020 07:59    C/In             108         
701432               23/12/2020 18:08    C/Out            108         
701433               22/12/2020 08:41    C/In             112         
701433               22/12/2020 12:56    C/In             111         
701433               23/12/2020 09:47    C/Out            111         
701433               23/12/2020 12:19    C/Out            111         
701433               23/12/2020 20:36    C/Out            111         
701433               23/12/2020 20:36    C/Out            111         
701438               22/12/2020 08:22    C/In             112         
701438               22/12/2020 20:47    C/Out            112         
701438               22/12/2020 20:49    C/Out            112         
701438               23/12/2020 08:21    C/Out            111         
701438               23/12/2020 20:36    C/Out            112         
701444               23/12/2020 19:10    C/Out            111         
701449               22/12/2020 07:40    C/In             112         
701449               22/12/2020 16:02    C/Out            112         
701449               22/12/2020 16:02    C/In             111         
701449               23/12/2020 07:25    C/In             112         
701449               23/12/2020 20:06    C/Out            112         
701452               22/12/2020 08:29    C/In             108         
701452               22/12/2020 18:05    C/Out            108         
701452               23/12/2020 08:39    C/In             108         
701452               23/12/2020 18:03    C/In             108         
701452               23/12/2020 18:03    C/Out            108         
701462               22/12/2020 07:40    C/In             112         
701462               22/12/2020 16:02    C/Out            112         
701462               23/12/2020 07:25    C/In             112         
701462               23/12/2020 20:06    C/Out            112         
701465               23/12/2020 08:27    C/Out            111         
701465               23/12/2020 18:04    C/In             112         
701471               22/12/2020 10:30    C/In             109         
701471               22/12/2020 10:30    C/In             108         
701471               22/12/2020 18:31    C/Out            109         
701473               22/12/2020 08:19    C/In             112         
701486               22/12/2020 08:19    C/In             112         
701486               22/12/2020 08:19    C/In             112         
701486               22/12/2020 21:22    C/Out            112         
701486               22/12/2020 21:22    C/Out            112         
701486               23/12/2020 10:54    C/In             112         
701486               23/12/2020 10:54    C/In             112         
701486               23/12/2020 20:49    C/Out            112         
701486               23/12/2020 20:49    C/Out            112         
701488               22/12/2020 08:37    C/In             111         
701488               22/12/2020 12:51    C/In             111         
701488               23/12/2020 08:30    C/Out            111         
701488               23/12/2020 08:37    C/Out            111         
701488               23/12/2020 18:21    C/Out            111         
701488               23/12/2020 20:36    C/Out            111         
701488               23/12/2020 20:36    C/Out            111         
701503               22/12/2020 08:37    C/Out            107         
701503               22/12/2020 11:31    C/Out            107         
701503               22/12/2020 11:46    C/Out            107         
701503               22/12/2020 11:46    C/Out            107         
701503               22/12/2020 16:07    C/Out            107         
701503               22/12/2020 16:07    C/Out            107         
701503               22/12/2020 16:07    C/Out            107         
701503               22/12/2020 18:11    C/Out            107         
701503               23/12/2020 08:24    C/Out            107         
701503               23/12/2020 08:24    C/Out            107         
701503               23/12/2020 09:12    C/Out            107         
701503               23/12/2020 11:38    C/Out            107         
701503               23/12/2020 13:45    C/Out            107         
701503               23/12/2020 18:05    C/Out            107         
701503               23/12/2020 18:05    C/Out            107         
701503               23/12/2020 18:08    C/Out            107         
701504               22/12/2020 08:45    C/In             108         
701504               22/12/2020 19:02    C/Out            108         
701504               23/12/2020 09:03    C/In             108         
701504               23/12/2020 19:56    C/Out            108         
701506               22/12/2020 09:01    C/In             109         
701506               22/12/2020 18:46    C/Out            109         
701506               22/12/2020 18:46    C/Out            109         
701506               23/12/2020 12:07    OverTime In      109         
701506               23/12/2020 12:07    OverTime In      109         
701506               23/12/2020 21:33    C/Out            109         
701506               23/12/2020 21:33    C/Out            109         
701508               22/12/2020 07:40    C/In             112         
701508               22/12/2020 07:40    C/In             112         
701508               22/12/2020 18:16    C/In             111         
701508               23/12/2020 08:02    C/In             112         
701508               23/12/2020 08:02    C/In             112         
701508               23/12/2020 08:03    C/In             112         
701508               23/12/2020 20:33    C/Out            111         
701508               23/12/2020 20:33    C/Out            111         
701510               22/12/2020 08:27    C/In             112         
701510               22/12/2020 08:59    C/In             112         
701510               22/12/2020 13:08    C/In             111         
701510               22/12/2020 15:13    C/In             112         
701510               23/12/2020 08:53    C/In             112         
701510               23/12/2020 09:17    C/Out            111         
701510               23/12/2020 12:21    C/Out            111         
701510               23/12/2020 13:01    C/Out            111         
701510               23/12/2020 14:22    C/Out            111         
701510               23/12/2020 16:47    C/In             112         
701510               23/12/2020 18:42    C/Out            111         
701519               22/12/2020 08:27    C/In             112         
701519               22/12/2020 11:13    C/In             112         
701519               22/12/2020 11:13    C/In             112         
701519               22/12/2020 20:08    C/Out            112         
701530               22/12/2020 08:09    C/In             112         
701530               22/12/2020 08:09    C/In             112         
701530               22/12/2020 08:09    C/In             112         
701530               22/12/2020 22:19    C/Out            112         
701530               22/12/2020 22:19    C/Out            112         
701530               23/12/2020 08:06    C/In             112         
701530               23/12/2020 08:07    C/In             112         
701530               23/12/2020 20:32    C/Out            112         
701530               23/12/2020 20:32    C/Out            112         
701541               22/12/2020 13:06    C/In             112         
701548               22/12/2020 08:27    C/In             111         
701548               22/12/2020 08:27    C/In             111         
701548               22/12/2020 21:50    C/Out            111         
701548               23/12/2020 08:23    C/Out            111         
701548               23/12/2020 20:51    C/Out            112         
701550               22/12/2020 13:08    C/Out            107         
701550               22/12/2020 15:00    C/Out            107         
701550               22/12/2020 16:30    C/Out            107         
701550               22/12/2020 16:48    C/Out            107         
701550               22/12/2020 18:04    C/Out            107         
701550               23/12/2020 08:27    C/Out            107         
701550               23/12/2020 09:46    C/Out            107         
701550               23/12/2020 11:37    C/Out            107         
701550               23/12/2020 13:07    C/Out            107         
701550               23/12/2020 14:46    C/Out            107         
701550               23/12/2020 15:59    C/Out            107         
701550               23/12/2020 17:56    C/Out            107         
701550               23/12/2020 19:20    C/Out            107         
701550               23/12/2020 19:53    C/Out            107         
701551               23/12/2020 06:50    C/Out            112         
701553               22/12/2020 08:23    C/In             109         
701553               22/12/2020 08:34    C/In             108         
701553               22/12/2020 18:35    C/Out            108         
701553               23/12/2020 08:20    C/In             108         
701553               23/12/2020 08:21    C/In             108         
701553               23/12/2020 19:07    C/Out            108         
701555               22/12/2020 07:54    C/In             112         
701555               22/12/2020 12:48    C/In             112         
701555               22/12/2020 13:03    C/In             112         
701555               22/12/2020 18:22    C/Out            112         
701555               22/12/2020 18:23    C/Out            112         
701555               22/12/2020 18:23    C/Out            112         
701555               23/12/2020 07:55    C/In             112         
701555               23/12/2020 17:42    C/In             112         
701561               22/12/2020 08:29    C/In             112         
701561               22/12/2020 11:03    C/In             112         
701561               22/12/2020 12:54    C/In             112         
701561               22/12/2020 13:03    C/In             111         
701561               22/12/2020 16:43    C/In             111         
701561               22/12/2020 17:24    C/In             111         
701561               22/12/2020 17:27    C/Out            112         
701569               22/12/2020 09:10    C/In             108         
701569               22/12/2020 18:55    C/Out            108         
701569               23/12/2020 09:07    C/In             108         
701569               23/12/2020 09:07    C/In             108         
701569               23/12/2020 19:33    C/Out            108         
701569               23/12/2020 19:33    C/Out            108         
701581               22/12/2020 08:08    C/In             112         
701581               22/12/2020 09:52    C/In             111         
701581               22/12/2020 09:54    C/In             112         
701581               22/12/2020 10:17    C/In             112         
701581               22/12/2020 10:20    C/In             112         
701581               22/12/2020 10:25    C/In             112         
701581               22/12/2020 12:49    C/In             112         
701581               22/12/2020 18:02    C/Out            112         
701581               23/12/2020 08:36    C/In             112         
701581               23/12/2020 18:00    C/In             112         
701589               22/12/2020 08:39    C/In             111         
701589               22/12/2020 13:05    C/In             111         
701589               22/12/2020 19:44    C/Out            112         
701589               22/12/2020 19:44    C/Out            112         
701589               23/12/2020 08:27    C/Out            111         
701589               23/12/2020 08:27    C/Out            111         
701589               23/12/2020 19:12    C/Out            111         
701589               23/12/2020 20:52    C/Out            112         
701607               22/12/2020 08:27    C/In             111         
701607               22/12/2020 08:27    C/In             111         
701607               22/12/2020 13:10    C/In             111         
701607               22/12/2020 16:28    C/In             111         
701607               22/12/2020 21:19    C/Out            112         
701607               22/12/2020 21:19    C/Out            112         
701607               23/12/2020 08:30    C/Out            111         
701607               23/12/2020 08:30    C/Out            111         
701607               23/12/2020 19:17    C/In             112         
701607               23/12/2020 19:17    C/In             112         
701609               23/12/2020 07:10    C/Out            111         
701609               23/12/2020 07:10    C/Out            111         
701609               23/12/2020 08:04    C/Out            111         
701609               23/12/2020 13:12    C/Out            111         
701609               23/12/2020 18:50    C/In             112         
701611               22/12/2020 13:36    C/In             112         
701624               22/12/2020 08:22    C/In             111         
701627               22/12/2020 08:34    C/In             108         
701627               22/12/2020 18:17    C/Out            108         
701627               22/12/2020 21:03    C/Out            108         
701635               22/12/2020 06:49    C/In             108         
701635               22/12/2020 17:51    C/Out            108         
701635               22/12/2020 17:53    C/Out            108         
701635               23/12/2020 07:13    C/Out            108         
701635               23/12/2020 17:03    C/In             108         
701637               22/12/2020 08:27    C/In             111         
701637               22/12/2020 21:18    C/Out            112         
701637               22/12/2020 21:18    C/Out            112         
701640               22/12/2020 07:54    C/In             112         
701640               22/12/2020 13:10    C/In             112         
701640               22/12/2020 22:17    C/Out            112         
701640               22/12/2020 22:20    C/Out            111         
701640               23/12/2020 13:59    C/In             112         
701640               23/12/2020 20:36    C/Out            112         
701643               22/12/2020 08:17    C/In             111         
701643               22/12/2020 13:01    C/In             111         
701643               22/12/2020 21:13    C/Out            112         
701652               22/12/2020 08:20    C/In             112         
701652               22/12/2020 17:03    C/Out            112         
701652               23/12/2020 08:19    C/In             112         
701652               23/12/2020 19:19    C/In             112         
701656               22/12/2020 07:56    C/In             112         
701656               22/12/2020 20:39    C/Out            112         
701656               23/12/2020 08:02    C/In             112         
701656               23/12/2020 12:52    C/In             112         
701656               23/12/2020 20:51    C/Out            112         
701663               22/12/2020 08:20    C/In             112         
701663               22/12/2020 18:31    C/Out            112         
701663               22/12/2020 21:50    C/Out            111         
701663               22/12/2020 21:50    C/Out            111         
701663               23/12/2020 08:23    C/In             112         
701663               23/12/2020 19:07    C/In             112         
701663               23/12/2020 19:08    C/In             112         
701663               23/12/2020 19:09    C/In             112         
701665               22/12/2020 07:54    C/In             112         
701665               22/12/2020 13:05    C/In             112         
701665               22/12/2020 20:39    C/Out            111         
701668               22/12/2020 09:51    C/In             112         
701668               22/12/2020 12:05    C/In             111         
701668               22/12/2020 19:36    C/Out            112         
701668               23/12/2020 10:34    C/In             112         
701668               23/12/2020 13:47    C/In             112         
701668               23/12/2020 19:58    C/Out            112         
701685               22/12/2020 12:18    C/In             112         
701685               22/12/2020 12:18    C/In             112         
701685               22/12/2020 12:19    C/In             111         
701685               22/12/2020 14:09    C/In             112         
701685               22/12/2020 19:20    C/Out            112         
701685               22/12/2020 19:20    C/Out            112         
701685               23/12/2020 08:13    C/In             112         
701685               23/12/2020 08:13    C/In             112         
701685               23/12/2020 08:16    C/Out            111         
701685               23/12/2020 12:48    C/In             112         
701685               23/12/2020 20:33    C/Out            111         
701685               23/12/2020 20:33    C/Out            111         
701690               22/12/2020 09:00    C/In             112         
701690               22/12/2020 09:00    C/In             112         
701690               22/12/2020 19:36    C/Out            112         
701690               23/12/2020 07:03    C/Out            112         
701690               23/12/2020 18:23    C/In             112         
701690               23/12/2020 18:23    C/In             112         
701694               22/12/2020 07:08    C/In             112         
701694               22/12/2020 10:50    C/In             112         
701694               22/12/2020 11:09    C/In             112         
701694               22/12/2020 11:11    C/In             112         
701694               22/12/2020 12:10    C/In             112         
701694               22/12/2020 13:12    C/In             111         
701694               22/12/2020 13:13    C/In             112         
701694               22/12/2020 13:35    C/In             111         
701694               22/12/2020 14:01    C/In             112         
701694               22/12/2020 14:47    C/In             112         
701694               22/12/2020 15:19    C/In             111         
701694               22/12/2020 21:13    C/Out            112         
701694               23/12/2020 07:22    C/Out            112         
701694               23/12/2020 10:29    C/In             112         
701694               23/12/2020 10:53    C/In             112         
701694               23/12/2020 10:54    C/In             112         
701694               23/12/2020 11:28    C/In             112         
701694               23/12/2020 13:33    C/In             112         
701694               23/12/2020 14:00    C/Out            111         
701694               23/12/2020 14:00    C/Out            111         
701694               23/12/2020 14:01    C/In             112         
701694               23/12/2020 14:48    C/Out            111         
701694               23/12/2020 14:50    C/Out            111         
701694               23/12/2020 20:09    C/Out            112         
701697               23/12/2020 08:55    C/Out            111         
701697               23/12/2020 11:55    C/In             112         
701697               23/12/2020 19:17    C/In             112         
701698               22/12/2020 08:58    C/In             108         
701698               22/12/2020 19:02    C/Out            108         
701698               23/12/2020 09:12    C/In             108         
701698               23/12/2020 19:56    C/Out            108         
701719               22/12/2020 08:09    C/In             111         
701719               22/12/2020 12:46    C/In             111         
701719               22/12/2020 20:18    C/Out            111         
701723               22/12/2020 00:16    C/Out            108         
701723               22/12/2020 09:10    C/In             108         
701723               22/12/2020 18:55    C/Out            108         
701723               22/12/2020 18:55    C/Out            108         
701723               23/12/2020 09:08    C/In             108         
701723               23/12/2020 19:03    C/Out            108         
701723               23/12/2020 19:03    C/Out            108         
701724               22/12/2020 08:12    C/In             112         
701724               22/12/2020 10:35    C/In             112         
701724               22/12/2020 12:18    C/In             111         
701724               22/12/2020 15:57    C/In             112         
701724               22/12/2020 19:13    C/Out            112         
701724               22/12/2020 19:20    C/Out            112         
701724               22/12/2020 19:20    C/Out            112         
701724               23/12/2020 08:13    C/In             112         
701724               23/12/2020 08:13    C/In             112         
701724               23/12/2020 13:01    C/In             112         
701725               22/12/2020 08:27    C/In             112         
701725               22/12/2020 09:49    C/In             112         
701725               22/12/2020 14:32    C/In             112         
701725               22/12/2020 17:12    C/Out            112         
701725               22/12/2020 19:56    C/Out            112         
701725               22/12/2020 20:40    C/Out            112         
701725               23/12/2020 08:23    C/In             112         
701725               23/12/2020 10:02    C/In             112         
701725               23/12/2020 14:49    C/In             112         
701725               23/12/2020 17:53    C/In             112         
701725               23/12/2020 19:27    C/In             112         
701727               22/12/2020 08:20    C/In             108         
701727               22/12/2020 19:02    C/Out            108         
701727               23/12/2020 08:25    C/In             108         
701727               23/12/2020 20:22    C/Out            108         
701729               22/12/2020 08:37    C/In             108         
701729               22/12/2020 19:03    C/Out            108         
701729               22/12/2020 19:03    C/Out            108         
701729               23/12/2020 08:40    C/In             108         
701729               23/12/2020 11:57    C/Out            111         
701729               23/12/2020 12:49    C/Out            111         
701730               22/12/2020 06:46    C/In             112         
701730               22/12/2020 08:29    C/In             111         
701730               22/12/2020 12:31    C/In             111         
701730               23/12/2020 07:01    C/Out            112         
701730               23/12/2020 12:26    C/In             112         
701731               22/12/2020 08:35    C/In             112         
701731               22/12/2020 11:37    C/In             112         
701731               22/12/2020 12:41    C/In             112         
701731               22/12/2020 18:23    C/Out            112         
701731               23/12/2020 08:39    C/In             112         
701731               23/12/2020 12:28    C/In             112         
701731               23/12/2020 13:35    C/In             112         
701731               23/12/2020 19:18    C/In             112         
701733               22/12/2020 08:19    C/In             110         
701733               22/12/2020 09:14    C/In             108         
701733               22/12/2020 17:58    C/In             110         
701733               23/12/2020 08:01    C/In             110         
701733               23/12/2020 08:22    C/In             108         
701733               23/12/2020 09:21    C/In             108         
701733               23/12/2020 09:35    C/In             108         
701733               23/12/2020 10:35    C/In             108         
900483               22/12/2020 07:46    C/In             112         
900483               22/12/2020 12:56    C/In             112         
900483               22/12/2020 15:00    C/In             112         
900483               22/12/2020 17:59    C/Out            112         
901311               22/12/2020 07:14    C/In             108         
901311               23/12/2020 07:54    C/In             108         
999997               22/12/2020 11:12    C/In             112         
999997               22/12/2020 11:18    C/In             111         
999997               23/12/2020 11:12    C/Out            111         
999997               23/12/2020 11:12    C/In             112         
999998               22/12/2020 09:09    C/In             112         
999998               22/12/2020 09:17    C/In             111         
999998               22/12/2020 15:15    C/In             112         
999998               22/12/2020 15:58    C/In             111         
999998               22/12/2020 17:17    C/Out            112         
999998               23/12/2020 09:06    C/In             112         
999998               23/12/2020 09:12    C/Out            111         
999998               23/12/2020 09:12    C/Out            111         
999998               23/12/2020 16:05    C/In             112         
999998               23/12/2020 16:22    C/Out            111         
999998               23/12/2020 17:24    C/In             112         
999998               23/12/2020 17:30    C/Out            111         
999999               22/12/2020 08:38    C/In             111         
999999               22/12/2020 13:02    C/In             112         
999999               22/12/2020 13:21    C/In             111         
999999               23/12/2020 08:55    C/Out            111         
999999               23/12/2020 14:09    C/Out            111         
5900010              22/12/2020 16:12    C/Out            112         
5900010              23/12/2020 10:07    C/In             112         
5900010              23/12/2020 15:50    C/In             112         
